epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
127,33395.1,1.10889,0.45228,0.0032,0.92061,0.81866,0.88458,0.60314,1.23775,0.52471,0.00443,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,33656.4,1.10972,0.45745,0.00316,0.91843,0.82282,0.88482,0.60363,1.23719,0.52487,0.00442,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,33918.1,1.10485,0.45619,0.00316,0.92037,0.82273,0.8852,0.60431,1.23641,0.52437,0.00442,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,34180.1,1.1047,0.45283,0.00317,0.91997,0.81979,0.88493,0.60411,1.23631,0.52498,0.00442,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,34441.8,1.1028,0.45227,0.00315,0.9155,0.82275,0.88486,0.6042,1.23579,0.52552,0.00442,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,34702.7,1.09996,0.45187,0.00317,0.91554,0.82214,0.88477,0.60418,1.23692,0.52434,0.00442,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,34965.6,1.08863,0.44459,0.00314,0.91516,0.82196,0.8848,0.6044,1.23595,0.52438,0.00442,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,35229.1,1.08713,0.44715,0.00312,0.91538,0.82174,0.88485,0.60443,1.23507,0.52415,0.00442,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,35491.1,1.08604,0.44462,0.0031,0.92408,0.8139,0.88498,0.60402,1.2345,0.52459,0.00442,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,35753.5,1.07211,0.44065,0.0031,0.91053,0.82865,0.88509,0.60428,1.23542,0.52404,0.00442,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,36016.2,1.08256,0.44237,0.00305,0.9167,0.82068,0.88494,0.60427,1.23589,0.52323,0.00442,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,36279.2,1.07668,0.44375,0.00307,0.90801,0.82869,0.88478,0.60421,1.23592,0.52404,0.00442,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,36541.3,1.08001,0.4479,0.00303,0.91708,0.81989,0.88519,0.60445,1.2358,0.52319,0.00442,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,36803.5,1.064,0.43676,0.00301,0.91281,0.82644,0.88551,0.60458,1.23547,0.52305,0.00443,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,37064.9,1.0643,0.4359,0.003,0.9144,0.82597,0.88555,0.6046,1.2351,0.5231,0.00442,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,37328.3,1.0656,0.43454,0.00301,0.9145,0.82453,0.88591,0.60469,1.23513,0.52288,0.00442,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,37590.1,1.06052,0.43626,0.00296,0.91294,0.82668,0.88604,0.60506,1.23476,0.52228,0.00442,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,37853.7,1.0556,0.42735,0.003,0.91625,0.82371,0.88597,0.60479,1.23418,0.52235,0.00442,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,38116.2,1.04369,0.4203,0.00298,0.91268,0.82771,0.88562,0.60486,1.23455,0.52185,0.00442,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,38378.6,1.05182,0.42718,0.00293,0.91954,0.82127,0.88557,0.60476,1.23415,0.5225,0.00442,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,38640.4,1.04553,0.42859,0.00294,0.91888,0.82355,0.88574,0.60475,1.23348,0.5226,0.00442,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,38903.2,1.04252,0.42338,0.00292,0.91859,0.82268,0.88563,0.6044,1.23406,0.52236,0.00442,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,39166.7,1.04949,0.42791,0.00291,0.91679,0.82446,0.88482,0.60437,1.23369,0.52375,0.00442,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,39427.9,1.03309,0.41976,0.00291,0.91833,0.82351,0.88472,0.60393,1.23294,0.52383,0.00442,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,39691.2,1.03677,0.42113,0.00287,0.91779,0.82142,0.88551,0.60402,1.2326,0.52417,0.00442,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,39953.3,1.03693,0.42272,0.00287,0.91199,0.82768,0.88547,0.60469,1.23192,0.52455,0.00442,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,40216.5,1.02811,0.41595,0.00287,0.92082,0.82168,0.88569,0.60471,1.23212,0.52358,0.00442,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,40478.2,1.01795,0.41167,0.00286,0.9161,0.82447,0.88554,0.60479,1.23198,0.52416,0.00442,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,40740.2,1.01657,0.41231,0.00289,0.91756,0.82318,0.88533,0.60457,1.23148,0.52442,0.00442,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,41002.1,1.02046,0.41582,0.00284,0.91286,0.82543,0.88537,0.60465,1.23147,0.52461,0.00442,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,41265,1.015,0.412,0.00279,0.91434,0.82487,0.88418,0.60453,1.23172,0.52504,0.00442,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,41527.1,1.01439,0.41074,0.00283,0.91109,0.82837,0.88447,0.60457,1.23213,0.52501,0.00442,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,41789.1,1.00148,0.40525,0.0028,0.91092,0.82808,0.88603,0.60482,1.23282,0.52567,0.00442,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,42051.4,1.0007,0.40432,0.00276,0.91198,0.82758,0.88487,0.60423,1.23185,0.52643,0.00442,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,42313.6,1.00137,0.4081,0.00278,0.9144,0.8257,0.88591,0.60453,1.23142,0.52684,0.00441,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,42574.8,0.98629,0.39577,0.00277,0.91951,0.82126,0.88625,0.60465,1.23128,0.52749,0.00441,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,42838.3,0.99671,0.40482,0.00274,0.91605,0.82465,0.8864,0.6046,1.23049,0.52839,0.00441,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,43101.3,1.00038,0.40759,0.00276,0.91567,0.82325,0.88623,0.60486,1.22993,0.52882,0.00441,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,43363.7,0.99563,0.40397,0.00272,0.91419,0.82599,0.8867,0.60464,1.22975,0.52822,0.00441,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,43626.5,0.98599,0.39733,0.00274,0.91122,0.82742,0.88658,0.6042,1.22963,0.52848,0.00441,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,43888.1,0.97934,0.39547,0.0027,0.91784,0.82345,0.88647,0.60407,1.22999,0.52907,0.00441,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,44150.1,0.98256,0.39943,0.00271,0.91897,0.82307,0.88669,0.60443,1.22996,0.52844,0.00441,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,44411.3,0.97685,0.39577,0.0027,0.9158,0.82604,0.88684,0.60457,1.22941,0.52875,0.00441,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,44674,0.97577,0.39311,0.00269,0.91783,0.82386,0.88658,0.60411,1.22904,0.52883,0.00441,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,44936,0.97351,0.39313,0.00266,0.9144,0.82833,0.88653,0.6042,1.22829,0.52957,0.00441,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,45197.7,0.96205,0.38686,0.00264,0.91434,0.82798,0.8862,0.60399,1.2279,0.52907,0.00441,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,45460.5,0.97114,0.3905,0.00264,0.91593,0.82732,0.88631,0.60437,1.22788,0.52902,0.00441,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,45723.1,0.96566,0.38888,0.00263,0.91568,0.82848,0.88629,0.60418,1.2277,0.52929,0.00441,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,45984.9,0.95226,0.38137,0.00258,0.91757,0.8268,0.88592,0.60464,1.22747,0.52864,0.00441,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,46247.3,0.95447,0.38669,0.00259,0.91668,0.82749,0.88644,0.60431,1.22791,0.52886,0.00442,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,46509.3,0.96799,0.38796,0.00259,0.91668,0.82826,0.8866,0.60459,1.22807,0.52905,0.00442,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,46772.2,0.95702,0.38399,0.00259,0.91805,0.82721,0.88644,0.60482,1.22782,0.52878,0.00442,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,47034.8,0.94884,0.38138,0.00259,0.91851,0.82711,0.88623,0.60452,1.22766,0.52832,0.00442,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,47297.7,0.95265,0.38486,0.00255,0.9166,0.82686,0.88599,0.60427,1.22729,0.52912,0.00442,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,47561.5,0.94572,0.38174,0.00258,0.91597,0.82675,0.88619,0.60414,1.22669,0.53002,0.00442,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,47823.6,0.94176,0.38204,0.00255,0.9152,0.82803,0.88625,0.60419,1.22606,0.53069,0.00442,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,48086.1,0.93479,0.37761,0.00255,0.91486,0.82791,0.88595,0.60401,1.22642,0.52949,0.00442,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,48347.5,0.94123,0.37496,0.00252,0.91311,0.82857,0.88595,0.60377,1.22596,0.53052,0.00442,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,48610.2,0.93232,0.37249,0.0025,0.91374,0.82869,0.88599,0.60359,1.22621,0.53026,0.00442,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,48872.1,0.93235,0.37587,0.0025,0.91205,0.82917,0.88591,0.60363,1.22596,0.53123,0.00442,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,49134.9,0.92993,0.37648,0.00248,0.91359,0.82998,0.88595,0.60389,1.22625,0.52881,0.00442,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,49397.8,0.93765,0.37789,0.0025,0.91494,0.82941,0.88637,0.60425,1.22587,0.52805,0.00442,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,49660.4,0.92487,0.37089,0.00247,0.91592,0.82929,0.88619,0.60435,1.22525,0.52868,0.00442,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,49923.2,0.91694,0.367,0.00249,0.91358,0.83004,0.88616,0.60436,1.22532,0.52881,0.00442,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,50178.5,0.82736,0.29461,0.00251,0.91354,0.8318,0.88628,0.60431,1.22535,0.52892,0.00442,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,50433.3,0.82205,0.29357,0.00245,0.91555,0.83165,0.88638,0.60424,1.22478,0.53025,0.00442,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,50688.2,0.81915,0.29284,0.00247,0.91653,0.83044,0.88516,0.60448,1.22421,0.53043,0.00442,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
